twitterText,date
"RT @CryptoBloodMoon: 1.200.000.000 #EverRise and 120.000.000 #SAFEMOON to a random person if I hit 1200 Followers in 2 days. Like, retweet…",2021-09-17T10:47:15.000Z
"RT @NedMokdad_: $100 Giveaway in 72hrs.

●Must follow @NedMokdad_ 
●Must RT

Winner can choose to receive in 
#XVG
Or 
#BTC 
Goodluck",2021-09-17T10:47:14.000Z
"#CryptoVesti #EN #BTC
Bitcoin-based security token offering approved in Germany
https://t.co/X4c0jy3ZPR",2021-09-17T10:47:14.000Z
Anyone fancy a few games and a few sats use my link for a discount and free NFTs https://t.co/QWwKNRdwzU #BTC https://t.co/YUFXfnLoop,2021-09-17T10:58:02.000Z
Is $shib worth a punt? #crypto #altcoin #BTC #dogecoin $doge,2021-09-17T10:58:02.000Z
"RT @BenPhillipsUK: Current bag!
#SAFEMOON
#ADA
#bnb
#ETH
#Solana 
#QNT
#HBAR 
#IOST 
#BTC
#VANITY
#NOBILITY
#DOGE 
More…",2021-09-17T10:58:02.000Z
"RT @22kMm3: 【仮想通貨プレゼント企画】

抽選で1名の人を対象

イーサリアムで得た利益10万円をプレゼントする

①イタチ@22kMm3 をフォロー
②このツイートをRT

締切:9月20日まで

当選者にはDMを送ります

#BTC  #IOST #ETH ht…",2021-09-17T10:57:58.000Z
"RT @BenPhillipsUK: Current bag!
#SAFEMOON
#ADA
#bnb
#ETH
#Solana 
#QNT
#HBAR 
#IOST 
#BTC
#VANITY
#NOBILITY
#DOGE 
More…",2021-09-17T10:57:58.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 huugffg https://t.co/BO6UApjOvQ",2021-09-17T10:57:58.000Z
"RT @fxcanli: $LINA #LINA #LINAUSDT

🟢Crypto Bot🟢
https://t.co/C9SZ8TwUcP
https://t.co/iSmKdLiaNl

$BTC #Bitcoin #BTC #BTCUSDT https://t.co/…",2021-09-17T10:57:58.000Z
"Get this exclusive #Bitcoin #Lightning network  #NFT only on ⁦⁦@BitClout_⁩  

#LightningNetwork #Btc #Crypto #bitclout 
 https://t.co/4AUUpA4jm2",2021-09-17T10:57:57.000Z
"RT @dfi_whale_alert: 29,000 #DFI swapped to 1.64773431 #BTC
🦐 Value: 76,270 USD

d26cd41d6c518a06840e860d88148fccd9c0c68ed41232877e5f27e9ae…",2021-09-17T10:57:55.000Z
"RT @cougarswap: @cougarswap LAST CHANCE for our presales program.

Hesitate and you'll miss this one in a lifetime chance to get $CGS Token…",2021-09-17T10:57:55.000Z
"RT @souljaboy: 💰NFT GIVEAWAY💰
To 🎉 my partnership with @BNBPunks, The 1st NFT launchpad! Own one to get into my presale as well as other ce…",2021-09-17T10:57:55.000Z
"RT @adrian__chamber: This #BSCGem 💎💰💎is so exclusive you can only access it by invite! 💌

For a chance at an invite, you must:
1.Add a dess…",2021-09-17T10:57:55.000Z
"RT @crypto_sakuraa: @uzumaki_inu Fill your bags and become a future millionaire! Get in before it’s too late! To Mars🚀🚀🚀

#uzufamily #uzuma…",2021-09-17T10:57:54.000Z
Umarım o beklediğimiz dominans hareketi olmaz :) yoksa alttakileri kimse kurtaramaz #btc ( evet siz de dahil :) ) biraz izleyelim karar veririz ..,2021-09-17T10:57:53.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙8",2021-09-17T10:57:52.000Z
"@TheMoonCarl I gonna bet on $200k ☺️
#BTC #Bitcoin 
https://t.co/e02JvTwlR0",2021-09-17T10:57:51.000Z
"RT @DeFiZeep: Slime Gang NFT collection giveaway😛

1) follow @DeFiZeep 

2) like + retweet

3) tag a friend

Winner selected day after laun…",2021-09-17T10:57:51.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 yuugv https://t.co/QEOn6pWTCG",2021-09-17T10:57:51.000Z
"RT @solanaECT: BIG AIRDROP( 50 $ECT $20 )
 FOR 5,000  PARTICIPANTS 🎉

📌 Complete Each Of The Tasks :

1.FOLLOW  
2. LIKE ✅ RETWEET 🔁 TAG 3…",2021-09-17T10:57:50.000Z
"RT @22kMm3: 【仮想通貨プレゼント企画】

抽選で1名の人を対象

イーサリアムで得た利益10万円をプレゼントする

①イタチ@22kMm3 をフォロー
②このツイートをRT

締切:9月20日まで

当選者にはDMを送ります

#BTC  #IOST #ETH ht…",2021-09-17T10:57:49.000Z
"RT @TicTacTRON: #usdt Withdrawal Fees on @gate_io:

#ETH: $75 
#BTC: $40
#EOS: $10
#BSC: $7.1
#SOL: $5

#TRON : FREE

Be smart &amp; pick #TRC2…",2021-09-17T10:57:47.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T10:57:47.000Z
"RT @FXbitcoinETH: 1日１回エアドロ企画！残り23日で終了
ビットコイン配布

今回は抽選で1名にBTCプレゼント
（10万円分）

参加条件
@FXbitcoinETH 
をフォロー
私の通知オン
ツイートをRT
DMで当選報告

食欲の秋で太った！
お勧めの…",2021-09-17T10:57:46.000Z
"RT @TYGRtoken: 🚀 TYGR Airdrop is live 

Airdrop Bot: https://t.co/uYdDXaOsJN

All links needed complete airdrop requirements are all conven…",2021-09-17T10:57:46.000Z
"Good project, happy to be part of it
@ashokjor @ramnuniwal @RAMNIWA27953993 @Mahendr71093767 @RahulNandal411 
#BNB #Bitcoin #BTC #Binance #Airdrops #cryptocurrecy #BSC #Giveaway #Airdrop https://t.co/dfen3N3Zhs",2021-09-17T10:57:46.000Z
"Nice project 
@ChatarDhaked 
@rajeshdhaked1
@chatarsingh1
@rohitdhaked
@rajeshsaini1

#BNB #Airdrops  #cryptocurrency  #Binance #BSC  #Bitcoin #BTC #giveaway #Airdrop https://t.co/3lzhDP2PUX",2021-09-17T10:57:45.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙7 https://t.co/Hggx0kRsn5",2021-09-17T10:57:45.000Z
"🐮 BULLWHALE! just LONGED $4,143,948 worth of #Bitcoin #BTC at $47,500 on #Binance Futures",2021-09-17T10:57:44.000Z
"Welcome to 60K

#BTC 
#bitcoin",2021-09-17T10:57:44.000Z
"RT @AirdropCamels: Attention Bitcoin Holders, Go to https://t.co/59irr7KrHy to Claim your 10,000 Free Lovecoin Tokens Airdrop. 

Lovecoin i…",2021-09-17T10:57:43.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎edcrfv",2021-09-17T10:57:43.000Z
"RT @LovecoinProject: ❤️100,000,000 LOVECOIN GIVEAWAY RAFFLE CONTEST❤️

RETWEET THIS POST &amp; POST YOUR LOVECOIN ADDRESS IN THE COMMENT SECTIO…",2021-09-17T10:57:42.000Z
"RT @mustafayigitt07: çekiliş 🎁
.
5 Kişiye 1 Adet Litecoin !
.
Yapmanız gerekenler ;
- beni takip etmek 🚀
- bu twiti beğenmek 🚀

Sonuçlar 2…",2021-09-17T10:57:41.000Z
"RT @_sauna_is_life_: ///本日締め切り企画///

100❌5 計500枚🎉約20,000円

///
・@takaki_takehana 
・@daytonanisan 
・ @_sauna_is_life_  をフォロー
・RT&amp;いいね

📍https…",2021-09-17T10:57:41.000Z
"The September 17 daily payout for FZT holders has been sent!

1000 $SIGNA is sent daily to FZT holders💰

Get FZT Free from the Forex Zone forum.
$BURST #Signum #Bitcoin #BTC 

GET STARTED HERE👇
https://t.co/PQotakUxms https://t.co/grBYc4eIC0",2021-09-17T10:57:41.000Z
"RT @RockstarDogeBSC: 🎸🎸ROCKSTAR DOGE🎸🎸

💸🤑PRESALE🎉🤩 

🔊SUNDAY, SEP 19TH
#BSC #PancakeSwap #Launch #BSCGems 

Details:https://t.co/jFiorxlUn…",2021-09-17T10:57:40.000Z
"RT @RockstarDogeBSC: 🎸🎸ROCKSTAR DOGE🎸🎸

💸🤑PRESALE🎉🤩 

🔊SUNDAY, SEP 19TH
#BSC #PancakeSwap #Launch #BSCGems 

Details:https://t.co/jFiorxlUn…",2021-09-17T10:57:40.000Z
"RT @FXbitcoinETH: 1日１回エアドロ企画！残り23日で終了
ビットコイン配布

今回は抽選で1名にBTCプレゼント
（10万円分）

参加条件
@FXbitcoinETH 
をフォロー
私の通知オン
ツイートをRT
DMで当選報告

食欲の秋で太った！
お勧めの…",2021-09-17T10:57:40.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T10:57:39.000Z
"RT @lannisterkripto: #Btc ile ilgili düşüncelerimi paylaştım. Telagrama daha çok yazıyorum. Katılabilirsiniz aşadaki linkten..

https://t.c…",2021-09-17T10:57:39.000Z
"RT @RockstarDogeBSC: 🎸🎸ROCKSTAR DOGE🎸🎸

💸🤑PRESALE🎉🤩 

🔊SUNDAY, SEP 19TH
#BSC #PancakeSwap #Launch #BSCGems 

Details:https://t.co/jFiorxlUn…",2021-09-17T10:57:39.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 u7ygvg",2021-09-17T10:57:38.000Z
私の #推し暗号資産 は #BTC 「✏️ここを削除して推しへの思いを入力してね！」 @LINE_BITMAX,2021-09-17T10:57:38.000Z
"RT @crypt_zon: 【ZON✖︎斉木くん コラボプレゼント企画🎁】

ZON 選べる新企画第12回🎉

🐘プレゼント内容
・ 30万円分 選べる！
(#ETH or #BTC or #XRP )

🐘応募条件
・ @crypt_zon のフォロー
・@SaikiCry…",2021-09-17T10:57:38.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎edc",2021-09-17T10:57:37.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T10:57:37.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T10:57:35.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T10:57:34.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 uugvvc",2021-09-17T10:57:33.000Z
私の #推し暗号資産 は #BTC 「✏️ここを削除して推しへの思いを入力してね！」 @LINE_BITMAX,2021-09-17T10:57:32.000Z
"#POLKADOT #Cryptocurrency LED Light Strip Neon Sign #BitcoinMining Helium Rig RAK https://t.co/WL0kSA2DLr @eBay
.
#ebay #ebayuk #ebayusa #ebayseller #reselling #payday #btc #fridayfeeling #fridaymorning #ethereum #nft #cryptopunk #polkadot #coinbase #gaming #gamingsetup 🎉",2021-09-17T10:57:32.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎wsx",2021-09-17T10:57:32.000Z
no trade: #BTC price is 34457 at time 09/17/21 - 11:57:29,2021-09-17T10:57:30.000Z
"RT @SolanaDiscover: Just sent $700 in #XVS to winners if you want to be next winner RT and follow 
#BTC  #ETH #BNB #SOL https://t.co/e1I1nm…",2021-09-17T10:57:28.000Z
"RT @RockstarDogeBSC: 🎸🎸ROCKSTAR DOGE🎸🎸

💸🤑PRESALE🎉🤩 

🔊SUNDAY, SEP 19TH
#BSC #PancakeSwap #Launch #BSCGems 

Details:https://t.co/jFiorxlUn…",2021-09-17T10:57:28.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 y777yg",2021-09-17T10:57:28.000Z
"RT @AbdulkerimSma: Bir baba kucağında halkın vicdanına bırakılmış ve 7 tane cihazla sokaklarda yaşatmaya çalışıyor😔 
 
#HayırlıCumalar #Adn…",2021-09-17T10:57:28.000Z
"Awesome airdrop project...
I trust this project would be a success project...
#CryptoCurrencies
#BTC
#Polygon
#NFT
#FreeAirdrop
#GiveAway
#Airdrop
#BinanceSmartChain
#BSC
#AroundNetwork
$ART
@Jahidh187
@Jajuli0903
@Jamiil30605071
@VIRTUAL93023838
@JameThomasCryp https://t.co/p04apsm8zX",2021-09-17T10:57:27.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎qaz",2021-09-17T10:57:27.000Z
"RT @MoonliftI: Our P2E token sale will end in roughly 4 hours from now. If you are still interested to participate, join:
https://t.co/msos…",2021-09-17T10:57:26.000Z
"RT @Feg_one: Always give your best never worry for results
Who has never been burned in the sun won’t know the value of shadow.
#FEG #FegTo…",2021-09-17T10:57:26.000Z
"RT @crypto_sakuraa: @uzumaki_inu Fill your bags and become a future millionaire! Get in before it’s too late! To Mars🚀🚀🚀

#uzufamily #uzuma…",2021-09-17T10:57:26.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T10:57:25.000Z
Build Your Own White-label NFT Marketplace To Enjoy Hassle-Free Services From A Leading NFT Marketplace Development Company. #cryptocurrency #crypto #btc #bitcoin #trading #defi #BitcoinCash #BitcoinSV #CryptoMining #Mining #USA #UK #Europe #tron #America https://t.co/qcL9NJgUnA https://t.co/cC10o5OtTB,2021-09-17T10:57:25.000Z
"RT @Ndiroh1998: @floki_jr My entry sir

#meme #bnb #btc #floki #flokijr https://t.co/rtPMPCNAcz",2021-09-17T10:57:25.000Z
"RT @_sauna_is_life_: ///本日締め切り企画///

100❌5 計500枚🎉約20,000円

///
・@takaki_takehana 
・@daytonanisan 
・ @_sauna_is_life_  をフォロー
・RT&amp;いいね

📍https…",2021-09-17T10:57:23.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 y76ygff",2021-09-17T10:57:23.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?   
Satoshi Nakamoto  #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🦍🚀🌙6",2021-09-17T10:57:22.000Z
"RT @ndike_o: Join Pi Network: $Pi is a new Crypto designed by Stanford Professor to take over from paper currency(fiat), to save the Global…",2021-09-17T10:57:22.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎oppp",2021-09-17T10:57:22.000Z
"RT @kaiun69: 独り言⚠️

期待したい😍

期待したい㊗️

開運鬼龍🐳#BTC",2021-09-17T10:57:19.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎op",2021-09-17T10:57:17.000Z
Releasing our first crispy NFT very soon #NFT #NFTdrop #Cryptobread #BTC https://t.co/ISHtbSwXhD,2021-09-17T10:57:17.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 hyuygv",2021-09-17T10:57:16.000Z
"RT @TheCryptoScouts: In the last 10 yrs, #Bitcoin has been declared dead hundreds of times. 

In future, price of #BTC will drop from $500k…",2021-09-17T10:57:16.000Z
"I will try to buy.if price is less than 1 #ETH . @SunnyLeone 
#NFT #cryptocurrecy #Btc 
#Solana #Bnb #Trx https://t.co/EFCvmOdOop",2021-09-17T10:57:16.000Z
"@MahdiMRFEG @elonmusk 🦍Who is he?
Satoshi Nakamoto   #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
🍌🌙 hhhhg https://t.co/uGZP0YmViu",2021-09-17T10:57:16.000Z
"@fairlaunch_pad believe this is a faithful project.The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.
I love it
@Limon078
 
@junayed_jh
 
@mhmohon48

#bsc #BTC #Airdrop",2021-09-17T10:57:16.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T10:57:15.000Z
"RT @AirdropCamels: Attention Bitcoin Holders, Go to https://t.co/59irr7KrHy to Claim your 10,000 Free Lovecoin Tokens Airdrop. 

Lovecoin i…",2021-09-17T10:57:14.000Z
"RT @BPEOSIO: #EOS - Built and run by a Decentralised community!

How many other layer 1s can say that?

Decentralised public blockchain inf…",2021-09-17T10:57:14.000Z
"Looking at the $BTC chart 🤔: 
- To ape 🦍 or not to 🦍 in?🙈

Easy:
- DCA to the🌕
- 👀 Look away 
- Get 3.5-100+% APY🤯on your #BTC #ETH $dfi $doge on @cakedefi @defichain 

Go get your APY Tiger🐯 &amp; enjoy a $30 $Dfi bonus on @cakedefi w/ code 788689✌️ 
https://t.co/RVVNOZ41qE https://t.co/N94BiU28wL",2021-09-17T10:57:14.000Z
"#BTC 
今度は反発で抜けますよ！
5月も同じ形。
と、逆三尊。",2021-09-17T10:57:13.000Z
"【ビットコイン定点観測】現在の1BTC価格 : 5,213,593円 #BTC #仮想通貨 #Bitcoin #ETH #暗号資産 https://t.co/eQIwjG120J",2021-09-17T10:57:13.000Z
"@MahdiMRFEG @elonmusk 💎🦍Who is he?
Satoshi Nakamoto #Fegrox
@lifeisdefi .@FEGtoken
#FEGexYourFiat #SmartLend #SmartDefi #AutoDeployer $ROX #FegDeployer #StakeOnFEGex #FEG #FEGexV2 #IAMFEG #FEGRox #SatoshiNakamoto #BTC #Defi $FEG #ListOnFEGex #BringingDeFiTogether
💎oioi",2021-09-17T10:57:13.000Z
"RT @adrian__chamber: This #BSCGem 💎💰💎is so exclusive you can only access it by invite! 💌

For a chance at an invite, you must:
1.Add a dess…",2021-09-17T10:57:12.000Z
"RT @souljaboy: 💰NFT GIVEAWAY💰
To 🎉 my partnership with @BNBPunks, The 1st NFT launchpad! Own one to get into my presale as well as other ce…",2021-09-17T10:57:12.000Z
"RT @_sauna_is_life_: ///本日締め切り企画///

100❌5 計500枚🎉約20,000円

///
・@takaki_takehana 
・@daytonanisan 
・ @_sauna_is_life_  をフォロー
・RT&amp;いいね

📍https…",2021-09-17T10:57:12.000Z
"🥳🥳Bu harika Ledger Nano S Bitcoin #BTC   Cüzdanı için #ÇEKİLİŞ zamanı! SADECE 3 KİŞİYE!!
🏆🏆🏆HESABI TAKİP ETİ
🏆🏆🏆3 ARKADAŞINI ETİKETLE
🏆🏆🏆RETWEET, BEĞEN VE YORUM YAP! https://t.co/sCeM9PT3ON",2021-09-17T10:57:11.000Z
#btc de en yüksek ihtimal bu gibi geliyor. #bitcoin #kriptopara https://t.co/0G2wuoK9ZR,2021-09-17T10:57:11.000Z
"$DOGE experienced a price decline 
and rebounded after hitting the bottom, 
but prices are more volatile, 
may continue to fall down in short-term,
and may effect by #SHIB 's pulled up

#cryptocurrency #DCR #MONA #BTC https://t.co/ImVveEo6ad",2021-09-17T10:57:11.000Z
"RT @thecryptoshe: just for comparison, Dropbox market cap is $12.38 billion, $PAC @PACcoinOfficial is currently $209 million...This is the…",2021-09-17T10:57:11.000Z
"RT @22kMm3: 【仮想通貨プレゼント企画】

抽選で1名の人を対象

イーサリアムで得た利益10万円をプレゼントする

①イタチ@22kMm3 をフォロー
②このツイートをRT

締切:9月20日まで

当選者にはDMを送ります

#BTC  #IOST #ETH ht…",2021-09-17T10:57:11.000Z
"RT @Tom_CryptoB: In the midst of the current chaos, step back and take a breather.
  What I hold is seriously undervalued on the best of da…",2021-09-17T10:57:10.000Z
"RT @22kMm3: 【仮想通貨プレゼント企画】

抽選で1名の人を対象

イーサリアムで得た利益10万円をプレゼントする

①イタチ@22kMm3 をフォロー
②このツイートをRT

締切:9月20日まで

当選者にはDMを送ります

#BTC  #IOST #ETH ht…",2021-09-17T10:57:10.000Z
"RT @BenPhillipsUK: Current bag!
#SAFEMOON
#ADA
#bnb
#ETH
#Solana 
#QNT
#HBAR 
#IOST 
#BTC
#VANITY
#NOBILITY
#DOGE 
More…",2021-09-17T10:57:10.000Z
"RT @lifelineprotocl: 🚩 Retweet this for 100 $FOUR(4) tokens (~35 $XLM).  😍🚀 

🎯 Reply with your Stellar wallet address. 

This airdrop is a…",2021-09-17T10:57:10.000Z
"RT @Tom_CryptoB: In the midst of the current chaos, step back and take a breather.
  What I hold is seriously undervalued on the best of da…",2021-09-17T10:57:09.000Z
私の #推し暗号資産 は #BTC 「✏️やはりビットコイン！」 @LINE_BITMAX,2021-09-17T10:57:08.000Z
"#Btc ile ilgili düşüncelerimi paylaştım. Telagrama daha çok yazıyorum. Katılabilirsiniz aşadaki linkten..

https://t.co/1qqyQbKnS2",2021-09-17T10:57:08.000Z
"RT @LXsBsC: LeXaS Giveaway!
$100K LXS Giveaway
Total Pool Prize: $100K 

$100K worth of LXS tokens will be distributed to all users who com…",2021-09-17T11:08:02.000Z
"RT @adrian__chamber: This #BSCGem 💎💰💎is so exclusive you can only access it by invite! 💌

For a chance at an invite, you must:
1.Add a dess…",2021-09-17T11:08:01.000Z
"RT @coin_choice: 2021-09-17 20:00 #仮想通貨 レート情報
#BTC：5,219,587 (0%)
#ETH：380,568 (↓-3.1%)
#XRP：116.919 (↓-2.7%)

詳細コチラ&gt;&gt;
https://t.co/iSiW0Zo…",2021-09-17T11:07:59.000Z
"RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／

／
$20XRP 5名
＼

【応募方法】
1️⃣@TIPsWORLDs をフォロー！

2️⃣固定ツイートをRT

3️⃣このツイートをRTでエントリー完了！

📩当選はDMにて📩

🎯9/30まで

$XR…",2021-09-17T11:07:59.000Z
"RT @TIPsWorlds: ＼✨$XRP エアドロ企画！✨／

／
$20XRP 5名
＼

【応募方法】
1️⃣@TIPsWORLDs をフォロー！

2️⃣固定ツイートをRT

3️⃣このツイートをRTでエントリー完了！

📩当選はDMにて📩

🎯9/30まで

$XR…",2021-09-17T11:07:58.000Z
"RT @Puffer_DeFi: AIRDROP Rules:
&gt;Join:https://t.co/p6B72Tj1N0
&gt;FollowUS &amp; QuoteTweet this Tweet + leave your comment about PufferDeFi, your…",2021-09-17T11:07:58.000Z
"RT @dr_Q8i_: #Xtz #tezos #Bitcoin #BTc #SUSH #EOS #1INCH #XLM #YFI #AVAX #BNB #Binance 
:
 It's time to have fun
:
——————-
#رساله_اليوم
#غر…",2021-09-17T11:07:57.000Z
"コレアｳﾝｺｰ💩のﾀｰﾝ来来FSC👶🏻♬
#BTC",2021-09-17T11:07:56.000Z
"#YouTube #Twitch #Gaming #Cryptocurrency  #CryptocurrencyNews #WWW #cryptonews
#BTC #Ethereum #BNB 
$BTC #Bitcoins 

#Shib #ShibaSwap #ShibSuperstar #ShibArmy

$Shib https://t.co/VPlFdEi9TF",2021-09-17T11:07:56.000Z
#btc #Binance https://t.co/zKFP3QaOAF,2021-09-17T11:07:56.000Z
RT @EcoCoin1: Million #satoshis cost you less than 500$. @Fidelity predicts #BTC to reach USD parity within a decade. So with less than a 5…,2021-09-17T11:07:55.000Z
